N,P,K,temperature,humidity,ph,rainfall,label
59.256,159.099,134.231,25.626,61.707,7.178,110.332,Coffee
68.9,59.957,78.421,25.383,49.072,5.851,203.111,Coffee
57.746,56.997,71.167,27.737,44.416,7.456,139.135,Coffee
59.632,125.631,149.54,23.045,58.084,6.957,175.445,Coffee
64.232,177.314,131.484,23.349,97.236,6.647,173.896,Coffee
67.854,147.756,156.311,23.85,63.508,7.025,205.414,Coffee
60.003,82.721,95.38,25.661,47.034,7.218,151.686,Coffee
65.825,145.571,133.949,28.856,61.842,6.981,306.082,Coffee
61.869,145.795,159.564,27.114,74.139,7.406,129.974,Coffee
59.294,102.856,105.383,24.345,53.623,7.282,108.175,Coffee
60.23,146.666,130.277,28.14,51.568,7.171,144.013,Coffee
63.932,58.782,62.851,26.017,59.807,6.219,150.758,Coffee
60.749,44.359,70.976,26.553,77.746,6.385,158.807,Coffee
64.038,157.917,159.564,26.802,65.038,6.764,137.153,Coffee
61.514,90.694,130.504,22.485,40.713,6.855,306.082,Coffee
70.446,70.637,82.898,22.728,56.8,6.377,173.016,Coffee
65.192,53.893,62.575,27.125,61.441,6.461,152.499,Coffee
65.593,36.818,80.586,27.145,22.744,6.258,182.987,Coffee
63.409,177.314,95.665,26.064,77.858,3.909,220.586,Coffee
59.834,48.618,59.394,23.39,67.346,6.334,201.617,Coffee
62.491,52.093,71.592,24.179,49.445,6.269,173.404,Coffee
69.667,125.893,146.027,27.031,41.068,6.853,164.226,Coffee
60.835,54.14,73.276,27.81,54.346,5.951,149.904,Coffee
65.961,67.62,69.513,23.911,52.852,6.428,176.738,Coffee
57.905,100.013,120.427,26.109,60.206,6.778,112.482,Coffee
58.026,106.933,134.287,24.027,62.183,6.664,148.182,Coffee
59.427,126.987,96.304,22.536,48.48,7.129,84.507,Cotton
58.558,147.29,138.605,50.18,56.644,6.927,64.516,Cotton
58.967,69.497,61.336,24.327,63.56,7.351,84.646,Cotton
35.528,158.495,106.292,26.505,76.165,7.137,84.048,Cotton
61.784,66.963,55.998,27.792,55.861,6.342,81.308,Cotton
56.414,95.512,70.732,25.258,62.228,6.912,78.643,Cotton
60.441,119.674,95.825,22.724,60.278,7.319,105.162,Cotton
55.536,61.473,55.986,25.713,64.779,6.487,74.424,Cotton
55.517,65.604,49.774,19.989,55.046,7.561,56.993,Cotton
59.342,45.817,48.402,25.772,79.577,8.828,69.988,Cotton
59.784,135.131,80.292,25.185,57.086,7.148,76.825,Cotton
58.006,44.536,52.901,24.298,70.34,6.293,73.678,Cotton
58.561,51.314,46.984,26.72,60.06,6.08,71.707,Cotton
57.338,57.578,53.846,24.39,53.333,6.213,306.082,Cotton
60.513,54.461,55.194,22.815,56.053,5.992,97.007,Cotton
59.514,147.11,134.465,24.748,56.81,7.234,73.738,Cotton
60.292,107.087,87.349,24.8,55.168,6.708,94.855,Cotton
55.213,74.067,61.974,21.977,76.958,6.359,54.043,Cotton
59.89,75.263,70.413,26.308,38.842,7.247,95.217,Cotton
59.539,103.144,159.564,24.865,71.233,7.281,83.779,Cotton
59.873,105.731,81.349,26.233,71.996,7.144,111.001,Cotton
59.953,101.783,67.784,24.172,58.147,6.828,80.889,Cotton
58.341,64.444,63.521,21.493,43.438,6.243,86.339,Cotton
59.929,111.031,76.439,19.857,56.956,7.121,118.933,Cotton
59.216,60.518,51.86,26.845,70.379,8.035,95.118,Cotton
59.471,54.666,56.155,23.693,60.204,6.299,93.687,Cotton
59.563,90.496,71.898,24.505,55.447,6.494,80.35,Cotton
59.179,108.293,72.387,25.024,74.51,7.266,63.279,Cotton
60.37,56.465,53.078,24.674,68.245,5.65,82.749,Cotton
60.675,-37.65,-20.509,20.999,60.155,7.288,63.873,Cotton
57.903,43.93,159.564,23.972,71.328,8.145,66.289,Cotton
57.431,44.356,46.284,27.233,54.844,5.857,88.427,Cotton
59.917,143.717,95.641,23.078,63.345,6.612,102.017,Cotton
64.222,94.125,-20.509,25.956,51.457,7.191,86.703,Cotton
58.337,81.99,64.067,24.024,67.694,6.444,65.813,Cotton
62.409,153.299,112.414,26.97,66.684,6.93,97.485,Cotton
59.044,101.641,73.071,22.059,73.554,7.306,79.401,Cotton
58.168,50.02,56.281,23.057,66.752,6.393,45.365,Cotton
59.447,86.004,57.941,24.106,65.94,6.243,80.11,Cotton
57.219,58.807,54.989,24.53,45.608,6.413,63.775,Cotton
57.651,177.314,132.674,23.106,75.542,6.943,74.092,Cotton
57.783,67.285,51.937,23.769,56.083,7.767,103.664,Cotton
58.79,65.857,68.906,24.63,68.105,6.389,79.911,Cotton
60.65,75.533,64.034,25.752,51.767,7.692,75.863,Cotton
59.209,142.355,148.233,23.993,76.55,6.969,84.454,Cotton
57.713,137.754,92.325,22.597,50.485,7.161,89.841,Cotton
59.433,144.659,112.612,22.469,74.446,6.87,94.387,Cotton
54.683,81.657,64.425,24.392,56.462,7.385,88.777,Cotton
55.832,138.959,113.315,24.602,41.282,6.766,86.965,Cotton
58.597,63.332,65.528,25.354,69.462,7.809,306.082,Cotton
58.841,52.521,48.907,22.969,77.058,5.986,-85.71,Cotton
62.746,105.272,159.564,22.012,68.535,7.719,67.891,Cotton
55.203,67.524,59.976,25.755,97.236,6.582,57.092,Cotton
55.131,54.928,55.574,25.931,52.518,6.34,68.711,Cotton
56.12,73.881,53.417,26.311,53.733,6.428,49.808,Cotton
60.137,177.314,145.175,19.2,68.625,8.828,73.585,Cotton
56.473,62.607,58.61,22.751,52.15,8.146,81.672,Cotton
61.529,54.174,54.021,24.051,63.748,6.196,95.92,Cotton
57.042,45.664,48.926,22.584,58.825,6.233,63.52,Cotton
55.233,130.81,95.683,24.07,75.019,6.655,105.691,Cotton
57.962,85.475,57.971,25.029,39.431,7.716,115.99,Cotton
53.259,121.365,80.996,21.747,40.025,6.524,51.407,Cotton
59.062,62.159,60.798,24.208,48.77,7.397,117.54,Cotton
62.755,67.532,57.597,25.251,62.189,8.828,-85.71,Cotton
58.592,137.93,122.699,22.275,66.609,7.32,56.42,Cotton
60.756,73.2,73.598,4.011,69.22,6.453,75.281,Cotton
56.623,60.211,54.669,20.984,77.74,6.123,80.4,Cotton
86.97,42.608,51.407,26.067,61.049,7.697,75.734,Cotton
56.851,72.416,49.893,24.978,22.744,7.636,61.396,Cotton
57.358,51.985,45.965,24.105,40.059,7.986,56.973,Cotton
54.385,70.605,62.77,21.973,49.676,6.438,65.207,Cotton
55.538,41.87,43.335,25.896,64.582,5.944,72.178,Cotton
58.035,63.461,60.216,21.567,76.364,6.02,306.082,Cotton
59.678,56.814,54.978,24.031,79.566,6.092,118.373,Cotton
58.234,73.783,64.495,23.317,38.049,7.132,103.222,Cotton
55.283,120.338,74.053,24.859,51.36,7.014,63.482,Cotton
55.841,64.677,49.008,25.516,46.748,6.223,94.245,Cotton
60.212,126.18,86.974,24.663,58.818,7.359,306.082,Cotton
60.281,69.597,48.517,25.09,79.821,5.924,83.893,Cotton
57.608,134.076,89.742,24.031,47.23,3.909,54.701,Cotton
59.285,142.866,147.403,21.678,58.381,6.98,79.682,Cotton
58.902,-37.65,44.841,24.159,77.67,7.819,87.002,Cotton
59.665,69.827,71.958,23.746,67.033,6.402,130.712,Cotton
58.461,43.577,-20.509,25.199,80.621,8.828,306.082,Cotton
59.134,54.194,50.068,50.18,45.232,8.131,75.439,Cotton
58.428,121.763,85.879,25.245,42.3,6.681,62.665,Cotton
59.214,115.474,69.56,4.011,43.142,6.793,68.858,Cotton
56.663,48.708,63.087,23.446,22.744,8.159,85.315,Cotton
61.899,87.699,71.402,28.577,51.781,3.909,62.831,Cotton
57.317,85.196,55.149,21.443,45.001,7.477,93.569,Cotton
58.061,113.982,70.347,27.108,54.501,7.525,60.419,Cotton
62.35,54.729,58.055,22.905,74.922,7.766,82.913,Cotton
55.46,70.715,58.537,25.327,70.567,6.575,68.473,Cotton
57.43,78.142,50.139,24.08,75.086,7.402,91.301,Cotton
60.393,68.299,57.799,24.552,59.257,6.117,105.072,Cotton
59.478,60.589,47.758,23.576,63.679,6.464,83.953,Cotton
60.893,139.209,142.329,23.751,56.081,6.851,103.208,Cotton
57.852,73.11,45.724,23.421,42.791,3.909,61.277,Cotton
56.089,75.932,65.641,25.142,22.744,7.393,71.868,Cotton
59.629,112.631,71.4,21.596,80.035,7.079,-85.71,Cotton
59.639,46.87,58.438,34.21,61.188,6.033,65.424,GroundNut
63.307,60.681,65.447,4.011,59.101,6.331,91.824,GroundNut
60.96,49.18,56.516,32.446,72.891,5.859,125.618,GroundNut
57.474,40.664,48.043,27.622,65.006,6.167,64.568,GroundNut
61.419,65.008,50.839,31.414,65.086,6.257,64.45,GroundNut
65.851,65.456,46.235,33.263,51.097,5.963,134.257,GroundNut
58.53,53.467,61.794,33.696,49.301,6.516,57.691,GroundNut
63.169,48.586,59.178,32.371,43.356,8.828,93.596,GroundNut
61.538,51.348,58.262,29.44,42.495,6.293,91.042,GroundNut
64.855,42.074,54.703,31.445,65.628,5.774,132.696,GroundNut
61.254,61.728,57.888,29.456,61.077,6.2,92.969,GroundNut
63.255,61.053,60.059,32.157,50.07,6.042,104.933,GroundNut
54.983,49.183,55.86,31.398,78.893,6.07,58.964,GroundNut
57.595,48.614,57.829,29.202,67.833,6.412,127.209,GroundNut
65.526,61.376,41.512,32.991,75.55,6.181,67.01,GroundNut
55.927,51.609,56.527,34.614,51.567,8.828,81.272,GroundNut
61.762,57.795,60.805,33.322,75.749,3.909,139.187,GroundNut
60.955,33.446,62.591,31.483,70.331,5.995,105.56,GroundNut
63.181,31.805,54.081,29.917,76.813,6.481,108.803,GroundNut
35.528,65.353,66.842,33.512,65.187,6.309,145.46,GroundNut
67.332,65.676,71.117,33.69,54.992,6.027,139.36,GroundNut
62.451,55.377,52.684,28.474,69.513,3.909,89.891,GroundNut
86.97,38.676,57.325,31.917,77.752,6.366,153.054,GroundNut
63.063,72.362,67.422,32.748,42.044,6.333,62.779,GroundNut
64.065,49.783,69.136,33.467,72.825,6.225,119.349,GroundNut
57.164,56.791,49.309,31.902,42.913,8.828,92.718,GroundNut
61.299,63.379,75.231,36.67,43.353,6.538,101.892,GroundNut
62.959,52.193,50.991,29.885,48.024,5.992,129.947,GroundNut
64.328,61.133,66.451,33.285,44.729,6.371,107.576,GroundNut
63.046,47.956,51.374,28.142,97.236,5.799,163.445,GroundNut
63.564,-37.65,66.0,30.612,62.893,6.34,122.206,GroundNut
60.831,60.557,-20.509,34.571,57.305,5.662,90.912,GroundNut
60.422,45.57,52.458,4.011,60.729,6.159,74.722,GroundNut
57.482,50.547,51.531,29.25,65.01,6.118,89.65,GroundNut
58.383,59.49,49.959,30.863,55.397,6.187,53.562,GroundNut
65.386,62.434,57.952,33.981,45.672,6.056,145.639,GroundNut
58.362,71.038,66.341,31.253,40.803,6.335,108.345,GroundNut
58.371,54.811,63.973,27.563,72.41,6.639,85.191,GroundNut
61.716,61.818,61.087,32.357,38.14,6.468,89.861,GroundNut
66.821,63.136,67.785,32.711,60.384,6.163,-85.71,GroundNut
63.027,55.474,48.83,32.663,76.813,5.799,116.092,GroundNut
64.368,42.126,63.518,34.04,68.228,6.208,125.869,GroundNut
56.885,38.842,38.339,29.6,40.275,6.151,41.117,GroundNut
65.646,58.85,63.436,33.917,50.928,6.019,151.997,GroundNut
59.198,44.5,-20.509,35.264,78.072,6.026,57.237,GroundNut
64.938,76.028,65.831,33.773,51.104,6.35,110.915,GroundNut
57.137,61.354,58.678,34.778,40.058,6.33,89.299,GroundNut
66.428,61.814,66.377,31.347,55.754,5.882,109.004,GroundNut
62.313,177.314,57.118,31.759,76.702,6.178,112.653,GroundNut
61.735,73.432,52.651,32.942,74.756,6.375,51.457,GroundNut
60.933,-37.65,55.403,32.237,79.134,6.053,116.236,GroundNut
57.683,63.408,63.368,31.943,66.135,8.828,104.714,GroundNut
59.938,-37.65,159.564,30.059,97.236,6.079,106.522,GroundNut
62.787,79.922,62.394,32.995,66.853,6.139,123.469,GroundNut
62.415,47.733,50.734,29.951,61.218,6.078,126.679,GroundNut
35.528,52.953,55.533,31.603,76.138,5.931,306.082,GroundNut
61.087,48.636,49.145,33.601,52.284,6.092,93.001,GroundNut
64.579,49.009,66.664,33.701,39.764,5.746,99.086,GroundNut
56.943,-37.65,42.939,34.832,47.335,5.63,54.241,GroundNut
65.371,61.78,59.427,30.904,22.744,6.226,139.767,GroundNut
63.217,58.848,84.839,31.663,58.202,6.616,128.063,GroundNut
63.438,51.9,70.094,33.178,47.715,6.259,119.257,GroundNut
60.978,-37.65,58.756,31.607,69.952,6.217,80.366,GroundNut
64.289,70.861,59.955,34.281,57.132,6.136,104.126,GroundNut
60.747,65.979,49.433,31.716,66.254,6.308,112.326,GroundNut
61.512,69.76,72.817,33.222,64.644,6.586,88.947,GroundNut
60.182,60.431,51.712,34.525,74.407,6.215,77.417,GroundNut
62.299,44.948,68.239,29.242,61.056,6.159,147.786,GroundNut
61.285,55.897,62.244,50.18,63.452,6.34,124.085,GroundNut
66.379,27.831,53.98,32.008,50.06,5.995,97.147,GroundNut
58.736,45.918,61.797,31.541,43.417,6.324,62.815,GroundNut
59.529,59.38,57.685,33.33,51.247,6.025,65.144,GroundNut
66.544,59.834,70.761,30.352,22.744,6.375,148.403,GroundNut
65.241,63.997,65.08,31.883,36.585,6.055,168.735,GroundNut
86.97,48.903,57.53,31.066,66.458,5.918,65.166,GroundNut
69.321,74.356,67.335,36.514,76.861,6.124,127.067,GroundNut
59.838,63.012,66.501,50.18,68.925,6.295,50.511,GroundNut
35.528,56.87,66.881,30.753,53.741,6.431,117.965,GroundNut
35.528,48.935,55.942,33.051,76.595,5.741,133.46,GroundNut
60.897,61.148,61.255,33.144,75.066,5.88,76.542,GroundNut
65.682,54.114,72.564,31.127,70.605,6.372,146.901,GroundNut
57.747,57.237,55.559,28.083,49.329,6.233,73.929,GroundNut
59.491,49.735,48.355,31.208,50.314,6.068,59.184,GroundNut
64.077,57.163,80.444,30.776,79.758,6.462,136.439,GroundNut
63.451,40.777,55.191,34.704,79.285,6.092,116.345,GroundNut
56.447,54.865,57.312,33.732,69.354,5.93,90.918,GroundNut
58.645,60.697,65.039,31.844,49.259,5.975,97.425,GroundNut
65.863,59.156,56.317,30.999,44.784,6.272,136.445,GroundNut
65.291,62.897,60.595,4.011,52.917,6.14,149.519,GroundNut
57.866,64.237,-20.509,31.199,64.698,6.417,63.502,GroundNut
65.702,64.595,59.531,30.867,67.559,6.536,142.49,GroundNut
62.841,52.171,52.671,32.17,42.508,6.277,132.632,GroundNut
60.635,60.9,57.432,30.533,48.148,6.215,87.087,GroundNut
65.612,51.25,64.367,34.183,61.765,6.093,135.941,GroundNut
58.304,66.067,52.034,31.845,65.133,6.368,63.496,GroundNut
57.569,47.504,56.177,31.144,65.366,5.945,59.252,GroundNut
59.601,60.647,45.866,33.979,67.473,6.204,74.027,GroundNut
58.998,55.757,49.157,31.872,75.818,6.109,76.805,GroundNut
59.911,54.928,62.382,30.924,47.424,6.264,110.391,GroundNut
66.605,48.043,60.491,33.017,59.012,5.898,149.684,GroundNut
50.231,37.451,51.498,16.235,63.623,6.16,60.402,Peas
52.219,32.965,49.455,18.2,60.852,6.312,40.201,Peas
51.409,50.857,56.862,20.74,68.899,6.776,56.057,Peas
47.905,22.552,52.648,17.891,80.8,6.45,28.455,Peas
53.473,64.465,77.21,18.838,58.473,6.791,17.797,Peas
51.313,30.932,40.103,14.311,77.053,6.001,34.052,Peas
53.501,39.646,50.202,16.994,49.213,6.63,60.985,Peas
50.613,25.212,44.413,18.775,97.236,6.096,52.519,Peas
49.254,40.488,60.843,18.948,52.788,6.865,49.713,Peas
51.297,34.217,54.75,17.699,39.204,5.796,48.785,Peas
52.903,-37.65,144.913,15.639,42.008,6.779,38.621,Peas
35.528,41.893,49.364,19.73,74.734,6.913,67.747,Peas
35.528,148.635,-20.509,14.429,77.205,6.844,41.155,Peas
49.032,34.432,51.903,17.309,44.231,5.893,45.41,Peas
52.738,42.253,52.569,18.79,45.729,6.313,38.396,Peas
49.556,32.21,48.296,15.965,54.324,6.247,81.918,Peas
49.468,29.925,49.144,16.476,81.509,6.374,46.479,Peas
51.933,43.175,52.145,19.069,53.294,6.477,54.936,Peas
49.006,39.65,40.701,19.151,64.63,5.841,46.514,Peas
51.981,70.666,116.71,19.792,62.773,6.898,34.808,Peas
52.808,71.501,112.345,17.281,64.757,7.026,83.911,Peas
51.376,131.959,126.308,20.9,70.421,7.195,67.244,Peas
50.933,49.359,71.328,17.316,65.73,6.72,42.917,Peas
55.266,39.926,45.501,17.248,77.079,6.419,35.582,Peas
53.823,55.04,51.443,15.65,57.452,6.274,47.978,Peas
52.865,27.87,48.356,18.911,54.925,6.047,52.247,Peas
53.041,43.207,50.536,16.006,40.914,6.692,56.946,Peas
51.901,33.45,43.599,19.067,68.073,6.202,61.469,Peas
86.97,32.115,45.024,19.74,75.561,6.39,66.04,Peas
50.813,64.966,92.43,17.154,54.081,6.853,50.078,Peas
51.689,51.17,61.383,19.111,83.221,6.575,77.535,Peas
49.824,134.283,145.054,18.44,58.586,7.286,-85.71,Peas
50.545,39.593,61.448,18.554,57.065,6.389,45.371,Peas
46.897,-37.65,57.283,19.091,47.131,6.326,48.223,Peas
52.054,24.812,58.289,17.141,44.64,6.486,45.093,Peas
50.064,177.314,46.088,50.18,73.06,6.464,76.16,Peas
50.84,66.182,80.442,17.025,65.615,7.164,52.756,Peas
47.445,32.575,-20.509,17.982,46.272,5.911,42.178,Peas
52.644,24.441,48.776,18.601,46.837,6.403,22.482,Peas
48.316,37.948,54.909,16.586,75.003,6.315,46.106,Peas
51.183,57.069,103.28,4.011,61.808,7.131,30.191,Peas
51.181,21.272,159.564,18.023,82.023,6.063,33.888,Peas
51.123,131.342,136.011,18.264,68.511,7.049,52.228,Peas
50.115,29.197,49.268,18.831,65.511,6.215,53.241,Peas
50.783,37.201,58.469,18.033,71.864,6.602,62.317,Peas
52.999,39.117,43.822,4.011,49.234,5.901,40.341,Peas
50.45,41.073,45.694,15.442,77.968,5.853,66.24,Peas
51.03,32.569,45.039,17.242,61.052,6.187,61.966,Peas
51.411,30.741,47.62,18.384,73.209,6.412,27.938,Peas
52.926,39.76,70.599,17.235,72.75,6.917,39.852,Peas
51.479,27.695,43.114,17.431,73.009,6.471,23.729,Peas
53.161,38.782,56.647,19.85,54.306,6.267,306.082,Peas
51.329,-37.65,159.564,20.191,40.823,6.22,47.735,Peas
50.5,-37.65,44.346,17.21,52.452,5.833,72.469,Peas
48.279,41.836,72.45,20.081,70.004,6.872,53.567,Peas
51.658,37.393,49.28,17.529,53.997,6.559,44.32,Peas
50.854,-37.65,46.245,16.606,56.043,6.189,43.538,Peas
51.028,31.235,41.02,17.034,81.521,5.935,75.098,Peas
50.189,43.863,65.345,17.628,59.873,6.496,49.023,Peas
50.191,39.897,54.631,16.496,75.42,6.82,71.521,Peas
48.638,58.421,68.486,17.95,22.744,6.468,46.544,Peas
50.283,25.2,42.807,14.695,45.217,6.23,44.196,Peas
52.01,31.269,48.065,19.496,49.143,6.296,45.38,Peas
50.457,39.803,54.434,15.293,72.796,5.848,53.725,Peas
52.404,63.931,159.564,18.389,60.68,6.876,31.645,Peas
53.063,133.849,138.496,19.244,67.177,7.106,35.378,Peas
51.294,39.011,57.32,17.181,70.179,6.613,54.173,Peas
54.547,30.714,59.481,16.556,46.526,8.828,36.938,Peas
49.409,177.314,54.969,18.779,35.654,3.909,45.028,Peas
47.287,25.601,33.748,4.011,55.936,5.755,61.321,Peas
50.701,139.879,143.367,18.249,73.428,7.01,60.966,Peas
50.712,34.887,45.292,17.15,65.351,6.119,51.802,Peas
48.839,52.852,62.466,14.318,39.056,6.645,47.251,Peas
47.29,30.166,46.031,15.337,70.254,3.909,31.484,Peas
48.416,24.311,54.834,16.95,67.663,6.554,49.287,Peas
49.623,36.207,51.351,50.18,74.417,6.337,53.185,Peas
49.221,42.252,50.768,17.46,42.701,6.593,69.541,Peas
48.202,49.191,72.946,50.18,44.247,6.707,58.588,Peas
48.058,52.255,58.002,18.479,80.242,6.64,35.636,Peas
54.608,136.488,147.445,18.081,75.016,6.963,49.36,Peas
47.912,33.993,60.436,16.996,81.304,6.855,40.895,Peas
51.634,29.16,41.466,17.583,37.416,6.701,69.067,Peas
51.777,41.363,46.575,16.786,43.21,6.087,52.974,Peas
51.262,177.314,47.616,19.441,69.484,6.721,48.018,Peas
50.271,34.312,60.568,19.382,70.618,6.043,63.913,Peas
50.488,54.128,68.399,14.907,45.37,3.909,62.542,Peas
50.088,47.069,74.831,16.339,43.715,6.907,65.328,Peas
49.465,129.163,137.054,16.977,48.835,6.639,46.242,Peas
50.426,33.989,61.664,16.528,50.254,6.178,46.254,Peas
48.408,31.525,36.322,20.081,44.882,6.17,64.699,Peas
50.778,34.791,37.988,19.138,77.533,6.3,19.476,Peas
49.375,30.722,53.269,13.836,97.236,6.542,42.619,Peas
86.97,36.043,61.185,14.859,60.916,6.752,306.082,Peas
53.815,31.053,48.031,14.709,51.898,6.01,48.422,Peas
86.97,34.979,41.177,16.505,56.088,5.879,-85.71,Peas
51.077,36.693,48.539,16.172,50.193,6.197,38.485,Peas
46.205,40.747,48.483,19.167,42.973,5.818,51.723,Peas
50.565,32.104,42.485,20.095,72.158,6.071,79.194,Peas
50.429,31.743,53.601,17.737,34.707,6.069,52.28,Peas
53.36,25.087,46.247,17.965,78.799,6.112,43.462,Peas
91.038,43.618,56.759,32.162,62.979,5.296,332.384,Rubber
74.402,30.298,58.495,22.528,79.246,5.242,249.29,Rubber
85.661,34.518,83.369,22.872,59.532,5.753,369.141,Rubber
75.104,35.497,72.62,26.717,47.814,3.909,262.554,Rubber
81.341,37.448,66.407,23.729,64.653,5.231,377.025,Rubber
86.97,41.231,65.56,31.649,97.236,4.835,252.102,Rubber
90.104,39.227,48.635,25.495,43.138,4.916,356.889,Rubber
83.873,44.78,52.603,28.65,50.264,4.502,313.119,Rubber
95.741,35.898,80.566,30.778,66.391,5.69,386.911,Rubber
75.65,34.048,73.296,27.485,49.925,5.4,229.434,Rubber
82.895,55.273,59.025,34.261,97.236,5.447,220.446,Rubber
82.889,39.383,46.768,33.529,42.299,4.522,239.564,Rubber
91.349,48.018,83.497,31.523,97.236,5.349,362.37,Rubber
77.751,49.061,64.56,4.011,75.363,5.381,299.542,Rubber
73.939,33.728,63.236,23.536,68.737,4.733,294.096,Rubber
74.52,31.982,73.656,24.236,69.379,5.878,265.86,Rubber
70.968,51.202,62.02,22.088,71.515,5.526,233.745,Rubber
83.668,33.116,66.905,33.622,56.25,5.324,246.771,Rubber
96.278,44.195,75.913,34.128,97.236,5.524,361.357,Rubber
69.549,48.828,54.332,23.097,51.372,4.646,207.447,Rubber
86.078,57.421,70.606,31.777,64.125,5.665,253.654,Rubber
98.581,36.4,73.135,34.239,76.212,4.721,370.402,Rubber
80.841,40.32,159.564,20.489,67.163,6.149,-85.71,Rubber
96.402,54.371,76.76,28.749,73.057,5.661,381.844,Rubber
81.173,46.864,-20.509,35.828,22.744,5.895,224.297,Rubber
75.501,39.34,69.682,26.816,45.187,5.544,229.916,Rubber
84.552,42.141,72.021,33.147,45.141,5.718,277.945,Rubber
80.953,37.349,47.933,30.136,46.994,4.576,247.337,Rubber
87.649,38.887,71.874,22.358,81.273,5.514,355.337,Rubber
86.214,51.778,65.556,50.18,66.722,4.91,304.602,Rubber
95.765,37.534,76.854,30.214,50.29,6.009,362.25,Rubber
68.562,45.716,74.089,19.42,97.236,6.193,241.639,Rubber
77.753,43.567,159.564,29.297,71.744,4.93,299.517,Rubber
72.795,54.25,60.948,22.246,46.917,5.849,207.039,Rubber
94.481,54.262,70.663,32.768,51.701,6.064,297.098,Rubber
79.088,42.933,59.245,30.155,66.147,5.335,254.305,Rubber
87.23,34.568,66.86,27.871,72.701,4.738,375.607,Rubber
70.311,34.695,60.672,28.011,62.56,5.239,205.687,Rubber
75.636,36.131,-20.509,33.613,41.923,4.663,257.764,Rubber
95.369,51.21,66.945,29.784,43.967,5.179,306.082,Rubber
75.109,41.865,55.783,26.126,41.169,4.32,255.705,Rubber
69.936,50.431,46.557,22.606,71.816,4.634,196.056,Rubber
79.781,36.522,55.447,26.46,69.081,4.956,258.574,Rubber
76.339,34.416,52.997,23.753,72.541,4.496,226.559,Rubber
93.13,39.62,76.044,28.079,83.118,5.579,350.855,Rubber
78.59,38.731,60.899,26.434,73.246,3.909,337.457,Rubber
86.97,35.482,62.735,20.078,66.763,5.387,398.171,Rubber
81.495,31.491,159.564,20.779,60.209,4.188,367.741,Rubber
35.528,40.078,54.582,31.029,56.934,4.574,239.363,Rubber
78.97,46.663,65.664,27.473,51.999,4.751,292.203,Rubber
75.023,41.56,67.705,30.035,53.895,4.731,234.394,Rubber
72.201,50.972,71.677,22.454,45.469,5.753,272.352,Rubber
76.198,35.535,53.654,20.643,97.236,4.834,303.893,Rubber
80.636,31.408,62.144,26.696,97.236,4.98,350.914,Rubber
89.806,34.35,59.937,23.974,81.485,5.393,334.044,Rubber
83.727,40.193,72.05,27.824,60.874,5.265,262.495,Rubber
67.222,31.03,51.69,27.7,74.386,5.413,211.966,Rubber
76.529,41.418,49.815,21.031,52.999,4.918,312.455,Rubber
84.77,48.692,85.179,26.993,62.534,5.72,411.956,Rubber
72.128,34.945,63.194,29.19,56.398,5.641,237.984,Rubber
90.704,38.097,69.837,26.798,71.166,5.099,375.224,Rubber
77.718,48.796,65.735,30.217,39.343,5.491,236.592,Rubber
77.27,44.884,70.217,21.49,69.805,5.206,307.286,Rubber
85.802,40.298,66.298,31.254,55.481,5.182,295.134,Rubber
72.646,28.522,58.568,22.266,62.261,5.061,238.021,Rubber
